Geneid	Ch_A1_featurecounts.txt	Ch_A2_featurecounts.txt	Ch_A3_featurecounts.txt	Ch_B1_featurecounts.txt	Ch_B2_featurecounts.txt	Ch_B3_featurecounts.txt	Ch_C1_featurecounts.txt	Ch_C2_featurecounts.txt	Ch_C3_featurecounts.txt	external_gene_name
ENSG00000016402	279	147	200	121	95	136	321	329	324	IL20RA
ENSG00000016490	0	0	0	0	0	0	0	0	0	CLCA1
ENSG00000016602	0	0	0	0	0	0	0	0	0	CLCA4
ENSG00000016864	2963	2434	2720	3493	2393	3040	2989	3406	3080	GLT8D1
ENSG00000017260	2960	3933	4166	3296	4017	3756	4363	5843	4076	ATP2C1
ENSG00000017427	0	0	0	0	0	1	0	0	0	IGF1
ENSG00000017483	7	5	14	9	4	8	23	18	14	SLC38A5
ENSG00000017797	2885	3310	3388	3417	3273	3219	3531	4135	3179	RALBP1
ENSG00000018189	1952	1886	2407	2333	2420	2299	3021	4122	3398	RUFY3
ENSG00000018236	389	723	711	319	582	388	598	773	533	CNTN1
ENSG00000018280	9	4	14	21	9	2	13	6	20	SLC11A1
ENSG00000018408	6	8	12	103	36	32	64	72	25	WWTR1
ENSG00000018510	2120	3126	2952	2697	3655	2794	2191	3819	2527	AGPS
ENSG00000018607	0	0	0	0	0	0	0	4	0	ZNF285CP
ENSG00000018610	1515	1062	1112	1562	1072	1535	988	1282	1374	STEEP1
ENSG00000018625	0	0	0	3	0	0	0	0	0	ATP1A2
ENSG00000018699	866	779	772	872	892	885	901	1047	943	TTC27
ENSG00000018869	92	107	108	110	88	104	138	118	122	ZNF582
ENSG00000019102	14	15	23	6	19	12	11	9	10	VSIG2
ENSG00000019144	2269	3526	4260	2735	3345	3212	5708	4728	2658	PHLDB1
ENSG00000019169	0	0	1	0	0	0	0	0	0	MARCO
ENSG00000019186	0	0	0	0	0	0	0	0	0	CYP24A1
ENSG00000019485	657	1099	1255	649	910	785	1265	1228	589	PRDM11
ENSG00000019505	50	78	72	115	69	62	89	100	73	SYT13
ENSG00000019549	145	157	129	314	244	312	182	185	241	SNAI2
ENSG00000019582	2	0	4	13	5	12	17	31	16	CD74
ENSG00000019991	6646	10388	10143	10157	15896	11115	12124	16509	11939	HGF
ENSG00000019995	522	922	1008	562	841	652	1024	1032	662	ZRANB1
ENSG00000020129	2158	2650	3179	2643	2929	2942	5497	4832	3083	NCDN
ENSG00000020181	1550	3080	3589	3371	5332	4262	5271	4250	1999	ADGRA2
ENSG00000020219	0	0	4	2	2	2	2	1	0	CCT8L1P
ENSG00000020256	1118	1140	1384	1091	1144	1274	1728	1332	1195	ZFP64
ENSG00000020426	592	418	382	740	457	599	217	507	635	MNAT1
ENSG00000020577	303	563	608	472	689	503	997	984	471	SAMD4A
ENSG00000020633	8	6	4	15	8	13	6	5	2	RUNX3
ENSG00000020922	1130	1413	1248	1329	1295	1104	906	1348	946	MRE11
ENSG00000021300	142	148	115	314	237	319	339	331	236	PLEKHB1
ENSG00000021355	685	525	648	744	574	685	512	669	710	SERPINB1
ENSG00000021461	1	0	0	0	0	0	0	0	0	CYP3A43
ENSG00000021488	2	2	0	1	2	0	0	7	4	SLC7A9
ENSG00000021574	1306	1651	1598	1443	1649	1468	917	1847	1496	SPAST
ENSG00000021645	0	2	9	9	3	6	3	15	18	NRXN3
ENSG00000021762	825	880	1081	935	838	880	861	852	686	OSBPL5
ENSG00000021776	1622	2520	2727	1699	2604	1954	2404	3353	1660	AQR
ENSG00000021826	753	1128	1210	394	438	363	465	661	338	CPS1
ENSG00000021852	0	0	0	0	0	0	0	0	0	C8B
ENSG00000022267	5474	6254	6507	6954	6889	6783	5150	5585	4666	FHL1
ENSG00000022277	2420	1777	1950	2608	1657	2291	1776	2127	2288	RTF2
ENSG00000022355	0	0	0	0	0	0	0	0	0	GABRA1
ENSG00000022556	0	0	0	0	0	2	0	0	0	NLRP2
ENSG00000022567	731	909	1021	867	969	937	1471	1327	857	SLC45A4
ENSG00000022840	5023	4367	5101	5631	4439	5356	6824	6350	5616	RNF10
ENSG00000022976	289	390	485	404	439	414	470	531	276	ZNF839
ENSG00000023041	945	822	1105	1033	912	1024	688	1082	985	ZDHHC6
ENSG00000023171	258	478	490	388	623	498	1743	1752	784	GRAMD1B
ENSG00000023191	5864	3855	4606	6033	3975	5532	5712	4740	5473	RNH1
ENSG00000023228	3358	3608	4137	3845	4038	3856	4894	5158	4065	NDUFS1
ENSG00000023287	1802	2808	2768	1948	2952	2112	1886	3227	1872	RB1CC1
ENSG00000023318	2021	1935	2045	2360	2084	2226	1476	1949	1850	ERP44
ENSG00000023330	1628	1544	1607	1841	1460	1824	2184	1873	1833	ALAS1
ENSG00000023445	367	418	454	550	750	540	775	997	970	BIRC3
ENSG00000023516	1262	2595	2539	1380	2775	1329	2390	3844	1598	AKAP11
ENSG00000023572	1219	729	601	1260	722	1107	415	598	1204	GLRX2
ENSG00000023608	641	355	314	439	400	520	241	297	524	SNAPC1
ENSG00000023697	2042	1591	1704	1996	1527	1958	1348	1660	2218	DERA
ENSG00000023734	8898	7587	7868	10240	7679	9393	6831	9329	10338	STRAP
ENSG00000023839	3	22	20	17	26	27	12	7	2	ABCC2
ENSG00000023892	23	17	24	16	16	19	19	20	19	DEF6
ENSG00000023902	7110	4314	4896	6579	3721	5895	5224	4550	5759	PLEKHO1
ENSG00000023909	917	909	1013	1053	1302	1173	1006	1232	1334	GCLM
ENSG00000024048	943	1333	1560	1241	1590	1296	1856	2302	1122	UBR2
ENSG00000024422	148	128	196	143	102	102	163	140	128	EHD2
ENSG00000024526	1232	1214	1051	1268	1415	1238	492	1345	1381	DEPDC1
ENSG00000024862	546	377	496	662	436	648	471	591	504	CCDC28A
ENSG00000025039	58	72	78	208	237	232	276	305	211	RRAGD
ENSG00000025156	1331	1176	1265	1594	1361	1470	955	1478	1470	HSF2
ENSG00000025293	1626	2374	2474	1926	2570	1948	2608	3210	1616	PHF20
ENSG00000025423	105	86	69	91	90	71	116	111	84	HSD17B6
ENSG00000025434	407	250	319	338	234	311	517	396	444	NR1H3
ENSG00000025708	232	158	247	282	137	288	268	213	270	TYMP
ENSG00000025770	3405	2163	2768	3033	1996	2874	2887	2660	2838	NCAPH2
ENSG00000025772	2133	1892	2069	2781	1995	2737	4099	3384	3307	TOMM34
ENSG00000025796	3032	3886	3942	3581	4161	3538	2842	5141	3823	SEC63
ENSG00000025800	2314	3125	3369	2567	3119	2640	3340	3774	2541	KPNA6
ENSG00000026025	32798	18449	19410	39701	21740	35207	13155	18123	26076	VIM
ENSG00000026036	94	167	266	55	170	101	161	175	74	RTEL1-TNFRSF6B
ENSG00000026103	139	105	138	174	209	210	171	266	234	FAS
ENSG00000026297	514	253	346	549	372	613	522	343	450	RNASET2
ENSG00000026508	139	193	248	283	260	242	328	501	292	CD44
ENSG00000026559	410	320	321	376	320	372	418	293	337	KCNG1
ENSG00000026652	831	1023	1249	992	1056	1067	1950	1830	1091	AGPAT4
ENSG00000026751	0	0	0	0	0	0	0	0	0	SLAMF7
ENSG00000026950	578	780	832	810	844	858	1439	1197	788	BTN3A1
ENSG00000027001	503	428	615	758	596	744	935	894	720	MIPEP
ENSG00000027075	271	290	352	409	382	373	495	482	457	PRKCH
ENSG00000027644	1155	1433	2043	1330	1401	1359	2988	2297	1446	INSRR
ENSG00000027697	1395	1597	1585	1936	1611	1802	1374	1948	1799	IFNGR1
ENSG00000027847	1275	751	988	1231	826	1161	1413	1221	1252	B4GALT7
ENSG00000027869	16	29	8	25	11	20	76	89	96	SH2D2A
ENSG00000028116	0	0	0	2	0	0	0	0	0	VRK2
ENSG00000028137	45	58	84	80	59	63	85	63	57	TNFRSF1B
ENSG00000028203	2242	2430	2860	2426	2773	2592	2458	3521	2704	VEZT
ENSG00000028277	20	18	24	39	30	33	50	87	70	POU2F2
ENSG00000028310	3032	2960	3452	3381	2688	3234	3604	3625	3291	BRD9
ENSG00000028528	3567	3866	4424	3937	3820	3745	4061	4098	3428	SNX1
ENSG00000028839	1799	1253	1352	2286	1582	1966	930	1923	2198	TBPL1
ENSG00000029153	156	152	146	452	417	456	428	537	375	BMAL2
ENSG00000029363	5676	7475	7721	6003	7772	5989	5142	9251	6130	BCLAF1
ENSG00000029364	4296	4619	5151	4528	5465	4765	6256	7240	4495	SLC39A9
ENSG00000029534	82	185	163	135	174	151	830	713	318	ANK1
ENSG00000029559	0	0	0	0	0	0	0	0	0	IBSP
ENSG00000029639	562	312	474	751	493	586	766	832	775	TFB1M
ENSG00000029725	513	948	1013	675	919	709	1225	1271	647	RABEP1
ENSG00000029993	3863	3614	3769	3941	3230	3637	2441	3508	3352	HMGB3
ENSG00000030066	3196	5632	5980	3741	5693	4093	5640	6317	3077	NUP160
ENSG00000030110	1232	1122	1116	1478	981	1424	1252	1081	1151	BAK1
ENSG00000030304	0	0	0	3	5	0	0	0	0	MUSK
ENSG00000030419	36	80	86	23	75	32	34	85	28	IKZF2
ENSG00000030582	13892	10655	12604	14180	9384	13851	14792	11952	12209	GRN
ENSG00000031003	1190	2269	2363	1359	2145	1319	2102	2845	1451	FAM13B
ENSG00000031081	2207	4107	4503	2515	3811	2734	4988	5015	2147	ARHGAP31
ENSG00000031691	448	500	456	583	494	476	124	421	488	CENPQ
ENSG00000031698	5024	3708	4115	5629	3469	4822	6710	5898	6201	SARS1
ENSG00000031823	3240	3206	3343	3194	2551	3040	3802	3258	2952	RANBP3
ENSG00000032219	754	965	1212	715	1120	856	700	1137	749	ARID4A
ENSG00000032389	2270	1468	1827	2611	1665	2359	2113	2289	2736	EIPR1
ENSG00000032444	3678	3307	4013	3981	3122	3678	5338	4556	4311	PNPLA6
ENSG00000032742	789	794	849	940	775	818	500	929	884	IFT88
ENSG00000033011	726	687	742	789	646	869	946	859	836	ALG1
ENSG00000033030	964	1265	1281	1108	993	1048	1237	1348	967	ZCCHC8
ENSG00000033050	2257	1530	1607	2453	1502	2229	1637	1648	2155	ABCF2
ENSG00000033100	5622	6863	8005	6090	6516	6480	11265	9972	6265	CHPF2
ENSG00000033122	31	47	31	40	37	30	25	89	25	LRRC7
ENSG00000033170	1126	1274	1390	903	1002	999	1180	1266	848	FUT8
ENSG00000033178	1852	2602	2666	2253	3007	2107	2035	3561	2169	UBA6
ENSG00000033327	3872	6806	7800	3609	5295	4199	9810	8469	4222	GAB2
ENSG00000033627	2358	2654	3040	2620	2408	2659	5363	5122	3296	ATP6V0A1
ENSG00000033800	657	1242	1252	812	1410	915	1198	1642	833	PIAS1
ENSG00000033867	847	1897	1795	876	1763	1009	1197	1758	913	SLC4A7
ENSG00000034053	3339	3654	4189	3751	3491	4054	5567	5117	4059	APBA2
ENSG00000034152	896	824	892	944	827	1047	1246	1083	861	MAP2K3
ENSG00000034239	22	3	9	5	23	22	13	23	9	CLXN
ENSG00000034510	35761	17354	16755	41101	19277	33094	20066	18149	32957	TMSB10
ENSG00000034533	242	215	299	294	242	317	268	302	247	ASTE1
ENSG00000034677	1295	1817	1955	1374	1698	1411	1593	2127	1354	RNF19A
ENSG00000034693	248	217	274	253	262	298	242	327	255	PEX3
ENSG00000034713	4185	2818	2897	4367	2780	3918	2389	3251	4796	GABARAPL2
ENSG00000034971	0	0	0	0	0	0	0	0	0	MYOC
ENSG00000035115	370	446	505	505	575	430	383	556	419	SH3YL1
ENSG00000035141	1717	1392	1459	2150	1621	1921	1307	1661	1813	FAM136A
ENSG00000035403	2821	5344	5629	4774	7210	5440	7391	7277	3496	VCL
ENSG00000035499	727	699	780	733	775	721	533	755	683	DEPDC1B
ENSG00000035664	120	108	138	80	98	139	113	82	137	DAPK2
ENSG00000035681	901	1338	1432	1176	1376	1191	1235	1637	931	NSMAF
ENSG00000035687	1650	1833	1895	1595	1941	1845	1641	2313	1986	ADSS2
ENSG00000035720	0	4	0	3	4	0	0	0	0	STAP1
ENSG00000035862	32750	35480	38226	32925	33362	34524	39593	38962	31583	TIMP2
ENSG00000035928	2401	3308	3490	2763	3367	2811	3158	4217	2506	RFC1
ENSG00000036054	843	961	1071	953	1228	1044	621	1182	954	TBC1D23
ENSG00000036257	2001	2588	2844	2038	2439	2235	2094	2884	2108	CUL3
ENSG00000036448	12	22	37	20	16	21	22	15	37	MYOM2
ENSG00000036473	0	0	0	0	0	0	0	0	0	OTC
ENSG00000036530	3	23	10	23	19	9	4	14	7	CYP46A1
ENSG00000036549	1266	2028	2036	1501	1956	1497	1326	2000	1337	ZZZ3
ENSG00000036565	2128	2024	2323	2344	1854	2123	6691	6140	5595	SLC18A1
ENSG00000036672	146	130	156	177	133	189	207	237	145	USP2
ENSG00000036828	3	2	4	0	4	0	0	0	12	CASR
ENSG00000037042	792	733	969	885	577	822	893	845	847	TUBG2
ENSG00000037241	1110	799	846	1215	777	990	885	904	1090	RPL26L1
ENSG00000037280	51	63	48	81	53	88	32	60	47	FLT4
ENSG00000037474	4019	4557	4806	4238	4792	4529	4734	5520	4309	NSUN2
ENSG00000037637	1188	1440	1662	1295	1401	1278	1968	1944	1334	FBXO42
ENSG00000037749	2193	3747	3639	2953	4044	2889	3674	5322	3050	MFAP3
ENSG00000037757	376	405	571	494	418	491	608	650	444	MRI1
ENSG00000037897	593	468	621	727	434	640	648	589	568	METTL1
ENSG00000037965	65	93	76	115	132	128	143	102	156	HOXC8
ENSG00000038002	764	630	754	921	720	863	660	754	733	AGA
ENSG00000038210	375	431	469	345	453	328	202	375	351	PI4K2B
ENSG00000038219	1799	3892	3960	2324	4566	2539	5368	5668	2361	BOD1L1
ENSG00000038274	2856	2359	2492	2872	2823	3090	1810	2279	2373	MAT2B
ENSG00000038295	0	0	0	0	0	0	0	0	0	TLL1
ENSG00000038358	2035	3405	4131	2296	2966	2714	5225	4783	2511	EDC4
ENSG00000038382	4982	10932	11052	8878	14958	9951	16391	16310	6972	TRIO
ENSG00000038427	5868	12539	13253	9458	18423	10144	20330	22188	7414	VCAN
ENSG00000038532	1429	2014	2183	1934	2032	2059	3461	2951	1864	CLEC16A
ENSG00000038945	0	0	0	2	0	0	0	0	0	MSR1
ENSG00000039068	0	0	0	0	0	0	2	0	0	CDH1
ENSG00000039123	2052	2469	2779	2233	2531	2276	2334	3203	1985	MTREX
ENSG00000039139	79	40	59	47	44	107	65	71	104	DNAH5
ENSG00000039319	1229	3093	2977	1320	3204	1686	1937	3455	1324	ZFYVE16
ENSG00000039523	3007	2726	3351	3322	2716	3063	5204	4199	3442	RIPOR1
ENSG00000039537	162	221	198	297	329	275	475	453	329	C6
ENSG00000039560	525	679	678	828	1100	957	843	1105	647	RAI14
ENSG00000039600	5	7	9	7	3	7	9	7	11	SOX30
ENSG00000039650	2314	2025	2414	2400	1708	2145	2620	2124	2055	PNKP
ENSG00000039987	3	4	1	0	2	0	2	1	6	BEST2
ENSG00000040199	266	562	622	425	629	343	652	676	349	PHLPP2
ENSG00000040275	1513	1545	1591	1614	1619	1625	1052	1630	1336	SPDL1
ENSG00000040341	1248	1415	1445	1370	1541	1384	1310	2112	1493	STAU2
ENSG00000040487	1093	846	1174	1129	757	1021	1505	1126	1052	SLC66A1
ENSG00000040531	866	947	1063	903	846	937	1421	1144	966	CTNS
ENSG00000040608	424	277	476	460	299	458	631	445	606	RTN4R
ENSG00000040633	5148	3725	4320	5172	3345	5034	5300	4693	5052	PHF23
ENSG00000040731	0	0	0	0	0	0	0	0	0	CDH10
ENSG00000040933	1257	2401	2363	1330	2088	1607	2640	2780	1419	INPP4A
ENSG00000041353	22	45	34	18	41	37	19	48	33	RAB27B
ENSG00000041357	6739	4501	4594	7084	4263	6254	3146	5071	6634	PSMA4
ENSG00000041515	224	146	223	252	168	291	364	405	352	MYO16
ENSG00000041802	2277	2422	2717	2690	2381	2623	3184	3430	2722	LSG1
ENSG00000041880	397	462	512	436	367	433	711	658	617	PARP3
ENSG00000041982	1737	3325	3678	3261	5104	3814	8445	7483	3475	TNC
ENSG00000041988	787	501	652	834	453	788	817	757	875	THAP3
ENSG00000042062	972	999	1347	1220	1011	1204	1528	1444	1058	RIPOR3
ENSG00000042088	1157	1247	1421	1225	1189	1231	1323	1482	1168	TDP1
ENSG00000042286	789	757	849	1060	798	1168	1252	1064	1197	AIFM2
ENSG00000042304	0	0	0	0	0	0	0	0	0	SLC19A4P
ENSG00000042317	199	173	193	317	238	237	190	211	264	SPATA7
ENSG00000042429	218	143	239	206	184	238	165	237	210	MED17
ENSG00000042445	977	977	1121	1102	1013	1146	1849	1542	1205	RETSAT
ENSG00000042493	23	13	20	76	22	46	14	28	31	CAPG
ENSG00000042753	8649	4194	4982	9042	4153	7847	7140	6320	8256	AP2S1
ENSG00000042781	5	4	4	23	19	11	23	23	12	USH2A
ENSG00000042813	0	0	0	0	0	0	0	0	0	ZPBP
ENSG00000042832	2	8	10	19	22	13	24	24	4	TG
ENSG00000042980	0	0	4	3	5	2	1	0	0	ADAM28
ENSG00000043039	57	51	58	0	2	2	20	5	13	BARX2
ENSG00000043093	1415	1357	1386	1297	1562	1426	655	1375	1576	DCUN1D1
ENSG00000043143	1630	2285	2525	1711	1881	1558	2545	2316	1500	JADE2
ENSG00000043355	0	0	0	0	0	0	0	0	0	ZIC2
ENSG00000043462	4	0	2	6	6	14	9	4	10	LCP2
ENSG00000043514	722	596	710	745	563	753	566	677	674	TRIT1
ENSG00000043591	1	0	3	0	5	0	0	0	0	ADRB1
ENSG00000044012	0	0	0	0	0	0	0	0	0	GUCA2B
ENSG00000044090	2120	2187	2704	2798	2404	2649	3621	3039	2736	CUL7
ENSG00000044115	15950	16326	18538	16524	14705	16506	18105	17251	14109	CTNNA1
ENSG00000044446	499	861	1130	566	926	607	1133	960	450	PHKA2
ENSG00000044459	548	735	762	601	783	595	338	718	520	CNTLN
ENSG00000044524	0	0	0	0	0	0	0	0	0	EPHA3
ENSG00000044574	25744	21928	23749	26911	20486	25356	27234	26058	25664	HSPA5
ENSG00000046604	377	644	640	828	1446	997	448	424	241	DSG2
ENSG00000046647	1258	827	983	1298	780	1039	1076	1231	1186	GEMIN8
ENSG00000046651	1003	1143	1224	1430	1171	1381	989	1340	1124	OFD1
ENSG00000046653	111	207	188	291	333	297	124	233	188	GPM6B
ENSG00000046774	8	0	1	8	6	12	25	17	42	MAGEC2
ENSG00000046889	0	0	0	8	0	0	0	0	0	PREX2
ENSG00000047056	628	1089	1288	881	1033	885	1429	1493	836	WDR37
ENSG00000047188	952	1695	1713	1066	1638	1147	1527	1961	982	YTHDC2
ENSG00000047230	1113	1301	1455	1133	1379	1166	1297	1675	1094	CTPS2
ENSG00000047249	2634	2186	2461	2784	2054	2661	2579	2639	3061	ATP6V1H
ENSG00000047315	5814	9503	10359	7489	10112	8303	9425	11847	6646	POLR2B
ENSG00000047346	472	784	860	643	795	769	814	1342	663	ATOSA
ENSG00000047365	0	0	0	6	0	0	0	0	0	ARAP2
ENSG00000047410	6203	9850	11100	7455	10427	7435	13139	14787	6770	TPR
ENSG00000047457	6	17	11	43	27	42	10	9	31	CP
ENSG00000047578	784	1173	1386	974	1231	923	1793	1605	803	KATNIP
ENSG00000047579	491	336	355	576	339	599	533	479	607	DTNBP1
ENSG00000047597	4	0	4	0	4	0	0	0	0	XK
ENSG00000047617	0	0	0	0	0	2	0	0	0	ANO2
ENSG00000047621	674	899	830	793	840	848	690	1102	866	FERRY3
ENSG00000047634	229	187	208	268	202	219	155	146	228	SCML1
ENSG00000047644	2026	3068	3116	2120	3045	2367	3697	3215	1495	WWC3
ENSG00000047648	409	614	765	447	680	583	609	551	303	ARHGAP6
ENSG00000047662	16	18	4	12	18	14	10	5	6	FAM184B
ENSG00000047849	8876	11804	13044	10096	11540	10313	17294	15988	10023	MAP4
ENSG00000047932	1159	1528	1423	1393	1615	1452	862	1603	1344	GOPC
ENSG00000047936	0	0	0	0	0	0	0	2	0	ROS1
ENSG00000048028	719	1416	1381	798	1124	838	1191	1267	722	USP28
ENSG00000048052	1741	2700	2820	3465	5318	3616	2885	3655	2310	HDAC9
ENSG00000048140	3671	3007	3858	4183	3283	4310	5589	4989	4377	TSPAN17
ENSG00000048162	1900	1115	1339	2030	1067	1648	1297	1329	1727	NOP16
ENSG00000048342	1008	1377	1491	875	1072	1091	1450	1522	984	CC2D2A
ENSG00000048392	1348	1755	1756	1508	2201	1675	1261	2327	1935	RRM2B
ENSG00000048405	545	930	832	577	911	732	946	1156	627	ZNF800
ENSG00000048462	0	0	0	0	0	0	0	0	0	TNFRSF17
ENSG00000048471	334	723	777	466	748	604	1139	1112	424	SNX29
ENSG00000048540	10	5	6	8	27	9	0	11	14	LMO3
ENSG00000048544	1755	1587	1575	2253	1938	2174	1003	1947	2463	MRPS10
ENSG00000048545	7	0	4	6	5	10	15	11	24	GUCA1A
ENSG00000048649	2242	3845	3975	2465	4108	2665	3245	4753	2238	RSF1
ENSG00000048707	699	1231	1203	847	1313	935	2326	1954	690	VPS13D
ENSG00000048740	0	0	0	0	0	0	4	0	4	CELF2
ENSG00000048828	3275	4992	4938	3776	5116	3864	5105	5113	3108	FAM120A
ENSG00000048991	1391	2388	2253	1692	2285	1615	2456	2847	1680	R3HDM1
ENSG00000049089	310	203	297	366	165	393	344	364	265	COL9A2
ENSG00000049130	60	139	128	168	268	189	246	569	452	KITLG
ENSG00000049167	731	740	699	858	762	669	402	738	745	ERCC8
ENSG00000049192	14	31	39	55	70	43	48	71	31	ADAMTS6
ENSG00000049239	2774	3890	4015	4578	4112	3960	5614	5333	2788	H6PD
ENSG00000049245	4138	3659	3858	4162	3628	4327	3090	4065	4231	VAMP3
ENSG00000049246	453	764	838	468	617	488	748	925	429	PER3
ENSG00000049247	4	0	0	0	0	2	0	0	0	UTS2
ENSG00000049249	1826	2072	1909	2111	1982	2091	2360	3178	2943	TNFRSF9
ENSG00000049283	16	26	37	78	43	55	65	39	48	EPN3
ENSG00000049323	342	552	531	360	590	439	541	436	199	LTBP1
ENSG00000049449	1397	1015	955	1785	957	1520	637	825	1267	RCN1
ENSG00000049540	3760	3890	4195	3927	3198	4222	5792	4793	3928	ELN
ENSG00000049541	3978	2670	3003	4093	2521	3691	3536	3911	4131	RFC2
ENSG00000049618	2544	5208	5231	2594	4647	3220	6363	6092	2606	ARID1B
ENSG00000049656	7489	6128	6997	8954	6551	8254	9365	8633	8235	CLPTM1L
ENSG00000049759	563	786	835	836	854	780	1086	1301	718	NEDD4L
ENSG00000049768	12	17	16	11	22	10	28	22	18	FOXP3
ENSG00000049769	443	389	372	368	240	346	527	437	355	PPP1R3F
ENSG00000049860	1870	1522	1638	2168	1698	2122	1939	2161	2135	HEXB
ENSG00000049883	391	619	667	465	627	468	510	705	489	PTCD2
ENSG00000050030	2	0	0	6	0	0	0	4	0	NEXMIF
ENSG00000050130	1950	2042	2074	1903	2116	2164	1737	2601	2146	JKAMP
ENSG00000050165	3694	3787	4511	4174	3447	4175	6884	6156	4947	DKK3
ENSG00000050327	0	0	0	2	0	0	0	0	0	ARHGEF5
ENSG00000050344	1771	1954	2171	2362	2440	2519	2423	2873	2235	NFE2L3
ENSG00000050393	2722	3341	3121	2925	3379	2989	3023	4035	3163	MCUR1
ENSG00000050405	2307	3279	3090	2575	3463	2750	2544	3061	2209	LIMA1
ENSG00000050426	1359	1285	1358	1547	1193	1491	1642	1767	1605	LETMD1
ENSG00000050438	2317	4229	4363	3022	4876	3294	5858	6479	2802	SLC4A8
ENSG00000050555	39	32	47	22	19	45	22	13	12	LAMC3
ENSG00000050628	49	98	68	40	66	76	84	110	75	PTGER3
ENSG00000050730	0	0	8	3	15	4	6	11	23	TNIP3
ENSG00000050748	1613	1626	1928	1611	1643	1567	1569	1909	1543	MAPK9
ENSG00000050767	92	94	107	62	66	56	56	18	25	COL23A1
ENSG00000050820	5151	4863	5671	5118	4382	4990	6689	5194	4540	BCAR1
ENSG00000051009	733	840	1166	872	898	1064	1593	1355	938	FHIP1B
ENSG00000051108	1525	1344	1494	1690	1260	1381	1918	1867	1996	HERPUD1
ENSG00000051128	1653	1041	1220	1437	853	1292	1247	926	1061	HOMER3
ENSG00000051180	1053	827	921	1048	731	914	1045	1136	1149	RAD51
ENSG00000051341	614	836	848	566	738	506	769	988	604	POLQ
ENSG00000051382	397	527	568	496	613	476	569	844	497	PIK3CB
ENSG00000051523	6298	3081	3533	5847	2925	5304	4630	3851	5181	CYBA
ENSG00000051596	1580	1934	1411	1669	2077	1769	1920	1665	1738	THOC3
ENSG00000051620	1956	1304	1455	1851	993	1571	705	686	960	HEBP2
ENSG00000051825	558	1161	1103	677	1039	626	822	1335	647	MPHOSPH9
ENSG00000052126	832	1090	1210	1228	1486	1217	1145	1644	989	PLEKHA5
ENSG00000052344	154	117	172	69	70	58	139	73	76	PRSS8
ENSG00000052723	1739	2339	2292	1915	2678	1943	1006	1914	1706	SIKE1
ENSG00000052749	3792	3362	4152	4279	3512	4158	5390	5114	4000	RRP12
ENSG00000052795	566	1166	1059	596	1367	730	1180	1660	785	FNIP2
ENSG00000052802	857	727	642	963	809	756	337	759	932	MSMO1
ENSG00000052841	2022	2984	3157	2476	3245	2479	3774	4516	2744	TTC17
ENSG00000052850	2	8	8	0	4	2	7	4	2	ALX4
ENSG00000053108	3	6	1	0	4	4	11	4	1	FSTL4
ENSG00000053254	1639	4433	4372	1674	4480	2133	3220	4137	1247	FOXN3
ENSG00000053328	32	74	96	35	107	54	103	106	43	METTL24
ENSG00000053371	1443	889	1000	1489	872	1456	1437	1152	1325	AKR7A2
ENSG00000053372	4543	2451	2708	4407	2319	3839	2549	2929	4050	MRTO4
ENSG00000053438	240	157	212	1	16	4	2751	2569	2915	NNAT
ENSG00000053501	852	507	531	1029	468	764	736	757	900	USE1
ENSG00000053524	129	141	159	103	177	106	312	293	150	MCF2L2
ENSG00000053702	86	88	95	71	79	126	157	115	112	NRIP2
ENSG00000053747	48	88	171	55	17	32	58	37	8	LAMA3
ENSG00000053770	1504	1775	1927	1764	1885	1764	1529	2428	1636	AP5M1
ENSG00000053900	657	518	761	712	645	696	475	657	682	ANAPC4
ENSG00000053918	301	264	333	378	336	366	527	312	279	KCNQ1
ENSG00000054116	2669	1787	2140	2944	1888	2620	2626	2612	2933	TRAPPC3
ENSG00000054118	5047	6369	6742	5727	6829	6255	7892	7759	5673	THRAP3
ENSG00000054148	2531	1369	1556	2455	1174	2141	2282	1837	2717	PHPT1
ENSG00000054179	12	36	27	39	28	46	27	35	22	ENTPD2
ENSG00000054219	6	2	1	2	4	12	0	8	2	LY75
ENSG00000054267	1683	2743	2941	1709	2837	2067	1890	2577	1712	ARID4B
ENSG00000054277	75	146	161	132	196	134	116	209	141	OPN3
ENSG00000054282	585	565	572	760	725	752	709	907	792	SDCCAG8
ENSG00000054356	917	853	974	2219	1915	2441	9468	7943	6773	PTPRN
ENSG00000054392	707	990	990	949	1149	915	1796	1765	987	HHAT
ENSG00000054523	2372	4559	4593	3023	4860	3354	7139	7420	3247	KIF1B
ENSG00000054598	2441	2848	2792	3435	3824	3743	2828	3491	2921	FOXC1
ENSG00000054611	1283	1043	1219	1434	983	1498	1658	1581	1271	TBC1D22A
ENSG00000054654	1810	2700	2744	2013	2536	1821	3629	3127	1419	SYNE2
ENSG00000054690	164	299	327	226	323	220	457	481	153	PLEKHH1
ENSG00000054793	1098	2165	2457	1275	2455	1421	3425	3394	1496	ATP9A
ENSG00000054796	0	0	0	0	0	0	0	0	0	SPO11
ENSG00000054803	46	64	74	23	10	5	15	18	19	CBLN4
ENSG00000054938	5	4	0	0	2	2	0	0	0	CHRDL2
ENSG00000054965	2113	3341	3649	2387	3414	2587	4965	4524	2528	FAM168A
ENSG00000054967	454	637	602	483	495	513	892	890	566	RELT
ENSG00000054983	1031	1354	1492	1097	1453	1264	992	1502	1201	GALC
